time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010445954759	7.30025	-4.8581	-2.73261	2.19572	0.524579	radar	3.64829	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
1477010446009732	7.35827	-5.01612	-2.74577	2.18773	0.482272	lidar	1.28242	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
1477010446064786	7.42692	-5.1488	-2.7406	2.19257	0.453857	radar	0.649429	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
1477010446119841	7.48688	-5.30896	-2.75448	2.18126	0.411937	lidar	1.29372	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
1477010446174794	7.5697	-5.44098	-2.75698	2.19456	0.399083	radar	0.474788	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
1477010446229748	7.64723	-5.58338	-2.76563	2.19922	0.378943	lidar	0.391243	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
1477010446284703	7.71785	-5.71217	-2.75621	2.19912	0.350074	radar	0.782446	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
1477010446339659	7.78146	-5.86261	-2.76364	2.18826	0.315965	lidar	0.641786	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
1477010446389694	7.89698	-5.97533	-2.80048	2.2463	0.385293	radar	9.32933	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
1477010446439730	7.96569	-6.11621	-2.81286	2.23763	0.353127	lidar	0.913568	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
1477010446494754	8.0563	-6.24478	-2.81113	2.24559	0.335984	radar	1.03574	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
1477010446549779	8.14673	-6.38123	-2.81876	2.25141	0.321233	lidar	0.288573	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
1477010446604767	8.22674	-6.50552	-2.80841	2.25153	0.297597	radar	0.843575	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
1477010446659755	8.29729	-6.65583	-2.81544	2.23573	0.261292	lidar	0.6411	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
1477010446714702	8.38407	-6.78008	-2.81274	2.24221	0.25202	radar	0.194775	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
1477010446769649	8.467	-6.91529	-2.81587	2.24022	0.234278	lidar	0.145423	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
1477010446819646	8.53936	-7.02847	-2.80716	2.23799	0.215719	radar	0.594294	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
1477010446869643	8.59924	-7.16669	-2.8122	2.21813	0.181543	lidar	0.538978	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
1477010446919691	8.70659	-7.28136	-2.83908	2.25121	0.221401	radar	5.45335	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
1477010446969739	8.76851	-7.42688	-2.84822	2.22781	0.182893	lidar	0.863105	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
1477010447024687	8.83554	-7.55916	-2.82554	2.20437	0.132991	radar	5.94907	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
1477010447079636	8.90196	-7.70613	-2.82763	2.18519	0.103651	lidar	0.361779	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
1477010447129681	8.97986	-7.82535	-2.82982	2.18725	0.101454	radar	0.152035	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
1477010447179726	9.02929	-7.96959	-2.83329	2.15862	0.0642926	lidar	0.613707	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
1477010447234713	9.06698	-8.10664	-2.79992	2.11214	-0.0095714	radar	8.38155	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
1477010447289701	9.12535	-8.24777	-2.79703	2.09443	-0.0285038	lidar	0.255594	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
1477010447339681	9.19969	-8.3709	-2.80326	2.09814	-0.0190987	radar	0.296804	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
1477010447389662	9.23761	-8.51337	-2.80383	2.0674	-0.0515651	lidar	0.525694	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
1477010447444637	9.2698	-8.65968	-2.78184	2.017	-0.123174	radar	5.33447	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
1477010447499613	9.31645	-8.80062	-2.77677	1.99687	-0.138025	lidar	0.323815	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
1477010447549622	9.4698	-8.90509	-2.82655	2.10804	0.0451006	radar	30.1631	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
1477010447599631	9.5082	-9.05703	-2.83474	2.07638	0.00907083	lidar	0.802576	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
1477010447649652	9.55041	-9.1868	-2.82076	2.0472	-0.0353067	radar	2.52021	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
1477010447699673	9.59388	-9.3253	-2.82243	2.02666	-0.0555577	lidar	0.217646	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
1477010447749669	9.62751	-9.45622	-2.80916	1.99427	-0.0991646	radar	1.88134	9.47534	-9.42627	9.55	-9.5	0	-3.00023
1477010447799666	9.64642	-9.607	-2.81199	1.95556	-0.135592	lidar	0.724197	9.54779	-9.64959	9.55	-9.65	0	-3.0002
1477010447849716	9.71353	-9.73822	-2.82174	1.966	-0.107651	radar	0.94241	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
1477010447899766	9.73282	-9.88922	-2.82547	1.93034	-0.140055	lidar	0.598936	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
1477010447954720	9.74288	-10.0407	-2.80779	1.87378	-0.213659	radar	4.02884	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
1477010448009675	9.77947	-10.1842	-2.80295	1.85736	-0.219187	lidar	0.187071	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
1477010448059664	9.81531	-10.3231	-2.80395	1.83932	-0.230969	radar	0.533785	9.92627	-10.4745	9.75	-10.3	0	-3.00065
1477010448109654	9.82665	-10.4677	-2.80466	1.80799	-0.251995	lidar	0.309417	9.75524	-10.4732	9.75	-10.45	0	-3.00063
1477010448164710	9.86952	-10.6133	-2.80608	1.80771	-0.229103	radar	0.817577	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
1477010448219767	9.89176	-10.7656	-2.80501	1.78557	-0.239326	lidar	0.105536	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
1477010448274697	9.88942	-10.9204	-2.79577	1.73171	-0.302371	radar	2.2409	9.88465	-10.9383	9.85	-10.9	0	-2.73074
1477010448329628	9.89506	-11.0725	-2.79318	1.70264	-0.315898	lidar	0.243218	9.83614	-11.041	9.85	-11.05	0	-2.73073
1477010448379634	9.90814	-11.21	-2.79192	1.68377	-0.319689	radar	0.0712426	9.83952	-11.1692	9.85	-11.2	0	-2.99965
1477010448429641	9.9033	-11.3531	-2.79268	1.65351	-0.334481	lidar	0.196955	9.84568	-11.3496	9.85	-11.35	0	-2.99961
1477010448479667	9.91543	-11.4935	-2.79438	1.63935	-0.329711	radar	0.0507298	9.87961	-11.5637	9.85	-11.5	0	-2.99843
1477010448529693	9.90132	-11.6372	-2.79543	1.60665	-0.346375	lidar	0.282872	9.83206	-11.6307	9.85	-11.65	0	-2.99843
1477010448579678	9.81257	-11.7795	-2.77993	1.47361	-0.530803	radar	15.789	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
1477010448629664	9.7888	-11.9102	-2.77411	1.44164	-0.537515	lidar	0.298485	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
1477010448679644	9.76012	-12.0452	-2.77222	1.40546	-0.55127	radar	0.15748	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
1477010448729625	9.71731	-12.1801	-2.7714	1.36539	-0.564189	lidar	0.274569	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
1477010448779630	9.63795	-12.3123	-2.77002	1.27165	-0.670409	radar	4.44657	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
1477010448829636	9.5867	-12.4335	-2.76294	1.2319	-0.678392	lidar	0.443538	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
1477010448879685	9.45347	-12.5455	-2.76065	1.08917	-0.85167	radar	10.1072	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
1477010448929734	9.38279	-12.6533	-2.75167	1.042	-0.858747	lidar	0.558017	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
1477010448984693	9.29906	-12.779	-2.75104	0.988035	-0.870064	radar	0.0750585	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
1477010449039652	9.21492	-12.8863	-2.73895	0.937639	-0.876631	lidar	0.789357	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
1477010449089745	9.03627	-12.9561	-2.74972	0.754729	-1.10595	radar	17.9314	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
1477010449139839	8.91539	-13.0355	-2.74682	0.685289	-1.12039	lidar	0.656346	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
1477010449194745	8.76825	-13.109	-2.75041	0.583346	-1.18488	radar	1.47661	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
1477010449249651	8.64201	-13.1698	-2.73851	0.512168	-1.19586	lidar	0.837827	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
1477010449299701	8.49675	-13.2126	-2.74548	0.408897	-1.26866	radar	1.84688	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
1477010449349751	8.36571	-13.2486	-2.73894	0.337	-1.27956	lidar	0.447688	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
1477010449404748	8.19118	-13.2567	-2.75143	0.201772	-1.38829	radar	4.36745	8.22926	-13.1698	8.2	-13.15	-2.72741	0
1477010449459745	8.03926	-13.2623	-2.74394	0.113911	-1.40297	lidar	0.642221	8.03583	-13.1513	8.05	-13.15	-2.72742	0
1477010449514693	7.88424	-13.2636	-2.7432	0.0281439	-1.41372	radar	0.538089	7.82914	-13.0525	7.9	-13.15	-2.72986	0
1477010449569641	7.73702	-13.2469	-2.73566	-0.058181	-1.42619	lidar	0.395326	7.76538	-13.1647	7.75	-13.15	-2.72986	0
1477010449619676	7.62812	-13.2973	-2.70538	-0.034073	-1.26531	radar	12.1621	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
1477010449669711	7.48753	-13.2822	-2.70717	-0.102357	-1.26908	lidar	0.129972	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
1477010449724687	7.33994	-13.2668	-2.70198	-0.159367	-1.243	radar	0.956762	7.21108	-13.0985	7.3	-13.25	-2.72846	0
1477010449779664	7.19027	-13.2385	-2.70486	-0.227759	-1.24152	lidar	0.0460559	7.16011	-13.2382	7.15	-13.25	-2.72844	0
1477010449829700	7.05257	-13.1679	-2.71713	-0.331807	-1.30601	radar	2.58721	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
1477010449879736	6.91592	-13.1263	-2.72487	-0.392017	-1.29697	lidar	0.259448	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
1477010449934724	6.78035	-13.0809	-2.71968	-0.445412	-1.27025	radar	0.559906	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
1477010449989712	6.63472	-13.0255	-2.7293	-0.503828	-1.25387	lidar	0.415395	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
1477010450044722	6.50095	-13.0079	-2.69486	-0.495612	-1.12859	radar	11.3556	6.40137	-13.0799	6.4	-13.05	-2.72678	0
1477010450099732	6.35233	-12.9623	-2.707	-0.53293	-1.09726	lidar	0.933269	6.26174	-13.0534	6.25	-13.05	-2.72678	0
1477010450154684	6.21921	-12.9136	-2.69344	-0.55529	-1.03765	radar	2.21158	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
1477010450209637	6.06641	-12.8646	-2.70886	-0.58176	-0.999413	lidar	1.29346	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
1477010450259674	5.96288	-12.7458	-2.73805	-0.688176	-1.09122	radar	6.79308	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
1477010450309711	5.82152	-12.6852	-2.75786	-0.710534	-1.05016	lidar	1.76386	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
1477010450364717	5.69558	-12.6226	-2.72914	-0.714299	-0.963712	radar	7.92557	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
1477010450419723	5.54983	-12.5579	-2.74121	-0.730354	-0.92035	lidar	1.27173	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
1477010450474743	5.44062	-12.4421	-2.75502	-0.79732	-0.947014	radar	1.12996	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1477010450529764	5.28741	-12.3744	-2.77109	-0.800998	-0.890397	lidar	2.01556	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
1477010450584712	5.17439	-12.2804	-2.76274	-0.828767	-0.860207	radar	0.825166	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
1477010450639660	5.03792	-12.1947	-2.77308	-0.841987	-0.820766	lidar	0.900709	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
1477010450689678	4.94427	-12.0833	-2.78073	-0.886513	-0.825474	radar	0.526247	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
1477010450739696	4.82974	-11.9994	-2.78562	-0.899107	-0.793271	lidar	0.588794	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
1477010450794748	4.73753	-11.8727	-2.79301	-0.949433	-0.804475	radar	0.351285	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1477010450849800	4.64962	-11.7465	-2.7937	-0.992728	-0.803233	lidar	0.00210484	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
1477010450904754	4.56628	-11.6379	-2.76407	-1.01345	-0.767062	radar	5.25041	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
1477010450959709	4.49805	-11.5132	-2.7562	-1.0587	-0.772229	lidar	0.299714	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
1477010451009669	4.43401	-11.3503	-2.82217	-1.13683	-0.831627	radar	26.835	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
1477010451059629	4.39955	-11.2046	-2.82247	-1.19965	-0.855085	lidar	0.291019	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
1477010451114691	4.37617	-11.0672	-2.78134	-1.26156	-0.87571	radar	10.3439	4.43713	-11.024	4.45	-11.05	0	1.81614
1477010451169754	4.36408	-10.9125	-2.77467	-1.3341	-0.90448	lidar	0.465215	4.45136	-10.93	4.45	-10.95	0	1.81612
1477010451224789	4.34161	-10.7629	-2.7706	-1.39153	-0.914505	radar	0.158276	4.44745	-10.786	4.45	-10.8	0	2.72555
1477010451279824	4.35472	-10.6073	-2.76325	-1.47014	-0.948019	lidar	0.695823	4.45788	-10.6457	4.45	-10.65	0	2.72554
1477010451334789	4.35528	-10.4585	-2.75736	-1.53222	-0.962316	radar	0.358731	4.46329	-10.5756	4.45	-10.5	0	2.729
1477010451389755	4.37605	-10.3065	-2.7534	-1.6025	-0.98273	lidar	0.292853	4.44057	-10.3382	4.45	-10.35	0	2.72898
1477010451444763	4.40522	-10.1564	-2.74815	-1.67611	-1.01012	radar	0.426126	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1477010451499772	4.45746	-10.0065	-2.74514	-1.75655	-1.03823	lidar	0.566836	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.48862	-9.8621	-2.74388	-1.80918	-1.02972	radar	0.436794	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.55534	-9.71841	-2.74285	-1.88624	-1.05186	lidar	0.443928	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.5615	-9.56874	-2.74662	-1.89044	-0.969891	radar	2.15195	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.64366	-9.42977	-2.74741	-1.96645	-0.992996	lidar	0.651958	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.71855	-9.29603	-2.7467	-2.03178	-1.00561	radar	0.460063	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.82372	-9.16066	-2.75475	-2.11012	-1.02592	lidar	0.906786	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.90382	-9.04333	-2.75752	-2.16761	-1.03399	radar	0.116572	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	4.9953	-8.93428	-2.75852	-2.22701	-1.04108	lidar	0.129074	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.06426	-8.80724	-2.75192	-2.24333	-0.972846	radar	1.827	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.17982	-8.68634	-2.76168	-2.30553	-0.97713	lidar	0.551091	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.27768	-8.58547	-2.76306	-2.35444	-0.974772	radar	0.122955	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.38793	-8.48338	-2.77172	-2.40601	-0.973818	lidar	0.348488	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.47784	-8.36888	-2.76264	-2.41677	-0.90077	radar	1.99764	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
1477010452249714	5.58488	-8.26637	-2.76144	-2.46016	-0.895485	lidar	0.141556	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.66555	-8.13956	-2.75136	-2.4432	-0.785242	radar	4.00011	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.79151	-8.03351	-2.76231	-2.48448	-0.77932	lidar	0.484694	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.8895	-7.91736	-2.7565	-2.48097	-0.699864	radar	2.13395	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	6.01593	-7.81406	-2.76661	-2.51521	-0.692463	lidar	0.413918	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.11299	-7.6958	-2.75892	-2.49851	-0.598061	radar	2.96972	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.23736	-7.5974	-2.76512	-2.5272	-0.592255	lidar	0.170587	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.34365	-7.48803	-2.75978	-2.51852	-0.519903	radar	1.78331	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.46499	-7.39514	-2.76133	-2.54293	-0.515545	lidar	0.0604483	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.58111	-7.31548	-2.76573	-2.57435	-0.530464	radar	0.822767	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.70445	-7.22797	-2.77714	-2.59504	-0.52237	lidar	0.482501	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.7859	-7.0866	-2.76111	-2.52023	-0.344297	radar	11.1826	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.90324	-6.98986	-2.76123	-2.53214	-0.337459	lidar	0.180641	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	7.03685	-6.91385	-2.764	-2.56659	-0.364485	radar	0.271961	7.08741	-6.92602	7	-6.85	2.72856	1.81904
1477010453009787	7.16261	-6.81849	-2.76928	-2.57847	-0.35574	lidar	0.244469	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902
1477010453064726	7.26014	-6.69576	-2.75971	-2.52528	-0.227609	radar	5.76142	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
1477010453119666	7.37962	-6.60004	-2.76091	-2.53168	-0.221466	lidar	0.116787	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
1477010453169672	7.52845	-6.56692	-2.77081	-2.6216	-0.360673	radar	6.8398	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
1477010453219678	7.64953	-6.49324	-2.77395	-2.63657	-0.357342	lidar	0.0477193	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
1477010453274711	7.77174	-6.40681	-2.77008	-2.63515	-0.322684	radar	0.553151	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
